Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,library
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II (GO:0006357),7/2028,0.5258410168177575,0.550698955794597,0,0,1.0340095662213429,0.664616226361616,IL6;NRIP1;CGA;VGLL1;HOXA5;OVOL2;NKX2-2,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Cell Motility (GO:2000147),1/221,0.5256013615002311,0.550698955794597,0,0,1.3576446280991736,0.8732536171681206,CGA,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Protein Modification Process (GO:0031401),1/225,0.531997211072526,0.5561350155676495,0,0,1.3331304112554112,0.8413613084192678,AXIN2,GO_Biological_Process_2023
KEGG_2021_Human,Human T-cell leukemia virus 1 infection,1/219,0.5223712256201247,0.561549067541634,0,0,1.3702390881289963,0.8898014518975322,IL6,KEGG_2021_Human
Reactome_2022,Cellular Senescence R-HSA-2559583,1/165,0.4264804803759712,0.5644594593211383,0,0,1.8264042867701404,1.5564410584612076,IL6,Reactome_2022
Reactome_2022,Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851,1/165,0.4264804803759712,0.5644594593211383,0,0,1.8264042867701404,1.5564410584612076,IL6,Reactome_2022
GO_Biological_Process_2023,Positive Regulation Of Phosphorylation (GO:0042327),1/231,0.5414320345924787,0.5649725578356299,0,0,1.297957839262187,0.7963461110566346,AXIN2,GO_Biological_Process_2023
Reactome_2022,SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232,1/168,0.432272969291957,0.5687802227525751,0,0,1.7933224460170567,1.5040559791814745,NRIP1,Reactome_2022
GO_Biological_Process_2023,Positive Regulation Of GTPase Activity (GO:0043547),1/234,0.5460789322112586,0.5687910758656147,0,0,1.2810508518663024,0.7750251956798587,CCL13,GO_Biological_Process_2023
KEGG_2021_Human,Coronavirus disease,1/232,0.5429861836448635,0.578886096613119,0,0,1.2922733831824742,0.7891544010744505,IL6,KEGG_2021_Human
Reactome_2022,Disorders Of Transmembrane Transporters R-HSA-5619115,1/176,0.4474393466154506,0.5800733301720896,0,0,1.7106493506493508,1.3757286508209143,CP,Reactome_2022
Reactome_2022,Apoptosis R-HSA-109581,1/178,0.451168145689403,0.5800733301720896,0,0,1.6911487758945387,1.3460109830208558,DSG3,Reactome_2022
Reactome_2022,RNA Polymerase II Transcription R-HSA-73857,5/1312,0.4505504743629415,0.5800733301720896,0,0,1.149270676506158,0.9162964637619724,IL6;MMP13;PRMT1;CDK1;SLC6A4,Reactome_2022
Reactome_2022,SUMOylation R-HSA-2990846,1/174,0.4436855944009923,0.5800733301720896,0,0,1.7306008057453144,1.4063538606534318,NRIP1,Reactome_2022
Reactome_2022,Cilium Assembly R-HSA-5617833,1/186,0.4658370626075556,0.5822963282594446,0,0,1.6173628173628174,1.2355347635651497,CDK1,Reactome_2022
Reactome_2022,Mitotic Prometaphase R-HSA-68877,1/186,0.4658370626075556,0.5822963282594446,0,0,1.6173628173628174,1.2355347635651497,CDK1,Reactome_2022
Reactome_2022,Mitotic G2-G2/M Phases R-HSA-453274,1/184,0.4622064527564519,0.5822963282594446,0,0,1.6352045040569632,1.261958643855337,CDK1,Reactome_2022
Reactome_2022,G2/M Transition R-HSA-69275,1/182,0.4585515369400534,0.5822963282594446,0,0,1.653440482169764,1.289158757951594,CDK1,Reactome_2022
Reactome_2022,Innate Immune System R-HSA-168249,4/1035,0.4591175229345933,0.5822963282594446,0,0,1.164041691684757,0.9061471612081552,DCD;MUC16;PLA2G2A;OLR1,Reactome_2022
GO_Biological_Process_2023,Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091),1/246,0.5642071259957374,0.5866124631291421,0,0,1.2175633889919604,0.6968527423191567,IL6,GO_Biological_Process_2023
KEGG_2021_Human,Salmonella infection,1/249,0.5686265735020809,0.5963644551363287,0,0,1.2026515151515151,0.6789344784858005,IL6,KEGG_2021_Human
KEGG_2021_Human,Parkinson disease,1/249,0.5686265735020809,0.5963644551363287,0,0,1.2026515151515151,0.6789344784858005,CALML3,KEGG_2021_Human
Reactome_2022,Muscle Contraction R-HSA-397014,1/196,0.4836310598796667,0.5978955410600275,0,0,1.5336441336441335,1.114089610658323,CACNA1H,Reactome_2022
Reactome_2022,Peptide Ligand-Binding Receptors R-HSA-375276,1/196,0.4836310598796667,0.5978955410600275,0,0,1.5336441336441335,1.114089610658323,CCL13,Reactome_2022
Reactome_2022,TCF Dependent Signaling In Response To WNT R-HSA-201681,1/198,0.4871191419956142,0.5985297422155902,0,0,1.5179203199507767,1.0917589397373917,AXIN2,Reactome_2022
Reactome_2022,Transcriptional Regulation By RUNX1 R-HSA-8878171,1/204,0.4974447190858461,0.5985297422155902,0,0,1.4726078519181969,1.0282791305452124,PRMT1,Reactome_2022
Reactome_2022,Ub-specific Processing Proteases R-HSA-5689880,1/201,0.4923077886476022,0.5985297422155902,0,0,1.4949242424242424,1.0593798155564007,AXIN2,Reactome_2022
Reactome_2022,Interferon Signaling R-HSA-913531,1/200,0.4905840112592053,0.5985297422155902,0,0,1.5025125628140703,1.0700274503610792,TRIM29,Reactome_2022
Reactome_2022,Signaling By NOTCH R-HSA-157118,1/203,0.495738123765279,0.5985297422155902,0,0,1.47997299729973,1.038508104592422,DLK1,Reactome_2022
Reactome_2022,Programmed Cell Death R-HSA-5357801,1/208,0.5042143887488442,0.600255224701005,0,0,1.4438588786414874,0.9886877482026978,DSG3,Reactome_2022
Reactome_2022,Phospholipid Metabolism R-HSA-1483257,1/208,0.5042143887488442,0.600255224701005,0,0,1.4438588786414874,0.9886877482026978,PLA2G2A,Reactome_2022
GO_Biological_Process_2023,Regulation Of Protein Phosphorylation (GO:0001932),1/265,0.5914617260129728,0.6138413588891394,0,0,1.1288452708907255,0.592822468293024,AXIN2,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Signal Transduction (GO:0009968),1/267,0.5942310401784959,0.6156062574511036,0,0,1.120243791296423,0.5830724183793929,DLK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),1/272,0.6010736810122704,0.621577092034233,0,0,1.0992955384099297,0.5595829325174891,CGA,GO_Biological_Process_2023
GO_Biological_Process_2023,Chemical Synaptic Transmission (GO:0007268),1/273,0.6024285056322373,0.6218616832332772,0,0,1.0951983065953654,0.5550314795052302,CDHR3,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),4/1243,0.6052660177207231,0.6236730343598149,0,0,0.9579666141409484,0.4809827930724898,IL6;NRIP1;CGA;HOXA5,GO_Biological_Process_2023
KEGG_2021_Human,Prion disease,1/273,0.6024285056322373,0.6267199776335372,0,0,1.0951983065953654,0.5550314795052302,IL6,KEGG_2021_Human
GO_Biological_Process_2023,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),1/284,0.617035673057713,0.6346652637165048,0,0,1.052039832958561,0.5079547511535647,ALKAL2,GO_Biological_Process_2023
Reactome_2022,Mitotic Metaphase And Anaphase R-HSA-2555396,1/233,0.5445351438324533,0.6381271216786562,0,0,1.2866379310344829,0.7820478638854561,CDK1,Reactome_2022
Reactome_2022,Mitotic Anaphase R-HSA-68882,1/232,0.5429861836448635,0.6381271216786562,0,0,1.2922733831824742,0.7891544010744505,CDK1,Reactome_2022
Reactome_2022,Gene Expression (Transcription) R-HSA-74160,5/1449,0.5396072688209271,0.6381271216786562,0,0,1.032581985524082,0.6370139567025233,IL6;MMP13;PRMT1;CDK1;SLC6A4,Reactome_2022
GO_Biological_Process_2023,DNA Repair (GO:0006281),1/291,0.6260545260581101,0.6427939518885409,0,0,1.0262800417972833,0.4806252209500012,CDK1,GO_Biological_Process_2023
Reactome_2022,Chromatin Modifying Enzymes R-HSA-3247509,1/238,0.5522027066710758,0.6437596321294925,0,0,1.2591740186676896,0.7477479973156498,PRMT1,Reactome_2022
Reactome_2022,Diseases Of Metabolism R-HSA-5668914,1/247,0.5656852084358166,0.6493835300921365,0,0,1.2125523527962552,0.6908123245671511,MUC16,Reactome_2022
Reactome_2022,Transmission Across Chemical Synapses R-HSA-112315,1/246,0.5642071259957374,0.6493835300921365,0,0,1.2175633889919604,0.6968527423191567,SLC6A4,Reactome_2022
Reactome_2022,Leishmania Infection R-HSA-9658195,1/247,0.5656852084358166,0.6493835300921365,0,0,1.2125523527962552,0.6908123245671511,IL6,Reactome_2022
GO_Biological_Process_2023,Regulation Of Intracellular Signal Transduction (GO:1902531),1/297,0.6336182035542568,0.6494022869168183,0,0,1.0051699426699428,0.4586677984004672,OVOL2,GO_Biological_Process_2023
KEGG_2021_Human,MAPK signaling pathway,1/294,0.6298553959488453,0.6500107686192084,0,0,1.01561692005378,0.4694841719839666,CACNA1H,KEGG_2021_Human
GO_Biological_Process_2023,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),1/319,0.6600842587337321,0.6753259911734097,0,0,0.9345816657137412,0.3882138102299581,AXIN2,GO_Biological_Process_2023
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,1/271,0.5997143087232881,0.6849528906738063,0,0,1.1034231200897868,0.5641823259884677,CDK1,Reactome_2022
Reactome_2022,Organelle Biogenesis And Maintenance R-HSA-1852241,1/275,0.6051245712375506,0.6876415582244894,0,0,1.0870935633709355,0.5460698598316408,CDK1,Reactome_2022
KEGG_2021_Human,Human papillomavirus infection,1/331,0.6737169697533841,0.6897578499856075,0,0,0.9000459136822773,0.355468797588522,AXIN2,KEGG_2021_Human
GO_Biological_Process_2023,Negative Regulation Of Gene Expression (GO:0010629),1/336,0.6792369857793489,0.6936888365406115,0,0,0.886386250565355,0.3428410748267279,OVOL2,GO_Biological_Process_2023
Reactome_2022,SARS-CoV-2 Infection R-HSA-9694516,1/283,0.6157298957484385,0.6961770178060234,0,0,1.0558241994412207,0.512018664584755,PRMT1,Reactome_2022
Reactome_2022,Infectious Disease R-HSA-5663205,3/961,0.6307607662430389,0.7060754846004166,0,0,0.9284479384133612,0.4278553846632684,PCSK1;IL6;PRMT1,Reactome_2022
Reactome_2022,Signaling By WNT R-HSA-195721,1/294,0.6298553959488453,0.7060754846004166,0,0,1.01561692005378,0.4694841719839666,AXIN2,Reactome_2022
GO_Biological_Process_2023,Protein Localization (GO:0008104),1/351,0.6952509523704489,0.708786811620139,0,0,0.8477489177489177,0.3081418248225299,AXIN2,GO_Biological_Process_2023
KEGG_2021_Human,PI3K-Akt signaling pathway,1/354,0.698357916894966,0.7093556793657528,0,0,0.8404154863078376,0.3017289368491431,IL6,KEGG_2021_Human
Reactome_2022,Immune System R-HSA-168256,6/1943,0.6438843745205481,0.7171979419164523,0,0,0.9138349822693534,0.4023031592999573,IL6;DCD;MUC16;TRIM29;PLA2G2A;OLR1,Reactome_2022
Reactome_2022,G Alpha (I) Signaling Events R-HSA-418594,1/312,0.65187432103636,0.7189790305548088,0,0,0.9559582967943095,0.4090578960647101,CCL13,Reactome_2022
Reactome_2022,DNA Repair R-HSA-73894,1/310,0.6494929575976018,0.7189790305548088,0,0,0.9622437971952535,0.4152690947967788,PCLAF,Reactome_2022
GO_Biological_Process_2023,Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),1/367,0.7114647444689746,0.7240347929578257,0,0,0.810026494452724,0.2757568445655099,AXIN2,GO_Biological_Process_2023
Reactome_2022,Class A/1 (Rhodopsin-like Receptors) R-HSA-373076,1/327,0.6692336735027848,0.7345247636006176,0,0,0.9112753299869863,0.3659882133751356,CCL13,Reactome_2022
Reactome_2022,Cytokine Signaling In Immune System R-HSA-1280215,2/702,0.6867925493872156,0.7501374932627354,0,0,0.8454065934065934,0.317638700072668,IL6;TRIM29,Reactome_2022
Reactome_2022,Cellular Responses To Stimuli R-HSA-8953897,2/736,0.7118191114823396,0.7571788598375164,0,0,0.8048207922867323,0.2735839043486703,IL6;NRIP1,Reactome_2022
Reactome_2022,SARS-CoV Infections R-HSA-9679506,1/369,0.7134307479357932,0.7571788598375164,0,0,0.8055418313570487,0.2720072348208727,PRMT1,Reactome_2022
Reactome_2022,Disease R-HSA-1643685,5/1736,0.7016561045088702,0.7571788598375164,0,0,0.8480087959598218,0.3004595861768165,PCSK1;IL6;MUC16;PRMT1;CP,Reactome_2022
Reactome_2022,Metabolism Of Amino Acids And Derivatives R-HSA-71291,1/364,0.708490802127131,0.7571788598375164,0,0,0.8168461474246598,0.2815000507286836,GLDC,Reactome_2022
Reactome_2022,Cellular Responses To Stress R-HSA-2262752,2/722,0.7017183905395861,0.7571788598375164,0,0,0.821068376068376,0.2908413924761582,IL6;NRIP1,Reactome_2022
Reactome_2022,Metabolism Of Lipids R-HSA-556833,2/732,0.7089621070090113,0.7571788598375164,0,0,0.8093993677555321,0.2783955022643816,PLA2G2A;SPTSSB,Reactome_2022
GO_Biological_Process_2023,Vesicle-Mediated Transport (GO:0016192),1/411,0.7517985529889868,0.7637318633538913,0,0,0.721470805617147,0.2058261497941507,ANXA8,GO_Biological_Process_2023
Reactome_2022,M Phase R-HSA-68886,1/380,0.7240101909952557,0.7647994975301996,0,0,0.7817222355480931,0.2524570480177449,CDK1,Reactome_2022
Reactome_2022,Signal Transduction R-HSA-162582,7/2465,0.7344943229832055,0.7722487040711272,0,0,0.8294344995931652,0.2559411022012157,CCL13;IL6;PRMT1;NRIP1;CDK1;AXIN2;DLK1,Reactome_2022
GO_Biological_Process_2023,Phosphorylation (GO:0016310),1/429,0.7666490434696229,0.7774469173213078,0,0,0.6904913622203341,0.1834816132078401,CDK1,GO_Biological_Process_2023
KEGG_2021_Human,Olfactory transduction,1/440,0.7752897494733312,0.7813467006410916,0,0,0.6728101056119279,0.1712425846949822,CALML3,KEGG_2021_Human
GO_Biological_Process_2023,Regulation Of DNA-templated Transcription (GO:0006355),5/1922,0.7838677733214727,0.7926130923034261,0,0,0.7579046561327343,0.184561098779728,IL6;VGLL1;HOXA5;OVOL2;NKX2-2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),1/452,0.7843567059252654,0.7926130923034261,0,0,0.6545051400927232,0.158973656731616,VGLL1,GO_Biological_Process_2023
KEGG_2021_Human,Herpes simplex virus 1 infection,1/498,0.8158942177405648,0.8158942177405648,0,0,0.5925248460459728,0.1205613667084482,IL6,KEGG_2021_Human
Reactome_2022,Signaling By Interleukins R-HSA-449147,1/453,0.7850958095357871,0.8216118937002423,0,0,0.653023598820059,0.1579987451620804,IL6,Reactome_2022
Reactome_2022,GPCR Ligand Binding R-HSA-500792,1/458,0.7887540596059791,0.8216188120895617,0,0,0.6457131489954248,0.1532281940429294,CCL13,Reactome_2022
GO_Biological_Process_2023,Protein Phosphorylation (GO:0006468),1/500,0.8171570734698834,0.8243125644810032,0,0,0.5900892694479869,0.1191531539042577,CDK1,GO_Biological_Process_2023
Reactome_2022,Neutrophil Degranulation R-HSA-6798695,1/468,0.7958874936813221,0.8252289681027534,0,0,0.6315618713905652,0.144183960160112,OLR1,Reactome_2022
GO_Biological_Process_2023,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),1/525,0.8322407643800969,0.8380606298652724,0,0,0.5612132778163312,0.1030575583165104,IL6,GO_Biological_Process_2023
Reactome_2022,Axon Guidance R-HSA-422475,1/519,0.8287364932832181,0.8538499259419944,0,0,0.5678893178893178,0.1066797320869673,CACNA1H,Reactome_2022
Reactome_2022,"Cell Cycle, Mitotic R-HSA-69278",1/523,0.8310805945835411,0.8538499259419944,0,0,0.5634215720422617,0.1042490504672971,CDK1,Reactome_2022
GO_Biological_Process_2023,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),1/557,0.8497706226142351,0.8542196834656185,0,0,0.5280412034009156,0.0859592052913312,IL6,GO_Biological_Process_2023
Reactome_2022,Nervous System Development R-HSA-9675108,1/545,0.8434192199219097,0.8625878385564986,0,0,0.5400233957219251,0.091961204711543,CACNA1H,Reactome_2022
Reactome_2022,Hemostasis R-HSA-109582,1/576,0.8593116523285604,0.8748648044069054,0,0,0.5100922266139657,0.0773420271266569,OLR1,Reactome_2022
Reactome_2022,GPCR Downstream Signaling R-HSA-388396,1/619,0.8787554069772722,0.8906304800445327,0,0,0.4735461410218692,0.0612052149928099,CCL13,Reactome_2022
Reactome_2022,Cell Cycle R-HSA-1640170,1/654,0.8926063750398109,0.9006118133809752,0,0,0.4473525453617337,0.0508235368979369,CDK1,Reactome_2022
Reactome_2022,Signaling By GPCR R-HSA-372790,1/689,0.904895910287174,0.9089356241723846,0,0,0.4238239957716702,0.0423550028118514,CCL13,Reactome_2022
GO_Biological_Process_2023,Protein Modification Process (GO:0036211),1/711,0.9119002581349208,0.915077610950722,0,0,0.4102219376867264,0.0378325791251397,CDK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122),1/763,0.9264990418627642,0.9281103445442648,0,0,0.3811938280442217,0.029101201153421,NRIP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of DNA-templated Transcription (GO:0045892),1/1025,0.9707181311283948,0.9707181311283948,0,0,0.27978515625,0.0083149742376686,NRIP1,GO_Biological_Process_2023
Reactome_2022,Metabolism R-HSA-1430728,3/2049,0.9733566970776786,0.9733566970776786,0,0,0.4098011363636363,0.0110665439732794,GLDC;PLA2G2A;SPTSSB,Reactome_2022
