Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,library
Reactome_2022,Metal Ion SLC Transporters R-HSA-425410,3/26,8.840741982400904e-05,0.019891669460402,0,0,40.57744565217392,378.73180684340775,SLC30A8;SLC30A2;CP,Reactome_2022
Reactome_2022,Zinc Efflux And Compartmentalization By SLC30 Family R-HSA-435368,2/7,0.00022965549708399584,0.0258362434219495,0,0,122.63384615384616,1027.5404383913506,SLC30A8;SLC30A2,Reactome_2022
Reactome_2022,MAPK3 (ERK1) Activation R-HSA-110056,2/10,0.0004889339976743091,0.0366700498255731,0,0,76.63461538461539,584.2073646335838,IL6;CDK1,Reactome_2022
GO_Biological_Process_2023,Zinc Ion Import Into Organelle (GO:0062111),2/6,0.00016439509275837475,0.0472359867589598,0,0,153.3,1335.7393739315212,SLC30A8;SLC30A2,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Component Disassembly (GO:0022411),3/46,0.0004920415287391648,0.0472359867589598,0,0,21.68241279069768,165.15379853468102,MMP13;KLK5;KLK7,GO_Biological_Process_2023
GO_Biological_Process_2023,Epidermis Development (GO:0008544),4/85,0.00018990694120215703,0.0472359867589598,0,0,15.561042524005488,133.34220597538965,COL17A1;KLK5;KLK7;OVOL2,GO_Biological_Process_2023
GO_Biological_Process_2023,Extracellular Matrix Disassembly (GO:0022617),3/44,0.0004313457646297631,0.0472359867589598,0,0,22.742378048780488,176.2216030880505,MMP13;KLK5;KLK7,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Cell Differentiation (GO:0045597),6/283,0.0003684767604292421,0.0472359867589598,0,0,6.9797005385571405,55.18244015526886,IL6;PLA2G2A;AXIN2;RBM24;BRINP3;HOXA5,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Defense Response To Bacterium (GO:1900426),2/10,0.0004889339976743091,0.0472359867589598,0,0,76.63461538461539,584.2073646335838,KLK5;KLK7,GO_Biological_Process_2023
Reactome_2022,Zinc Transporters R-HSA-435354,2/17,0.0014554664168464,0.0735239387978533,0,0,40.8574358974359,266.8982937419867,SLC30A8;SLC30A2,Reactome_2022
Reactome_2022,TP53 Regulates Transcription Of Genes Involved In G2 Cell Cycle Arrest R-HSA-6804114,2/18,0.0016338653066189,0.0735239387978533,0,0,38.30192307692308,245.7760372982144,PRMT1;CDK1,Reactome_2022
Reactome_2022,Formation Of Cornified Envelope R-HSA-6809371,3/74,0.0019653960760864,0.0737023528532414,0,0,13.113116197183098,81.72174644713759,KLK5;DSG3;KLK12,Reactome_2022
Reactome_2022,"Transport Of Bile Salts And Organic Acids, Metal Ions And Amine Compounds R-HSA-425366",3/86,0.0030154755958456,0.0848102511331595,0,0,11.21046686746988,65.06552411663029,SLC30A8;SLC30A2;CP,Reactome_2022
Reactome_2022,RAF-independent MAPK1/3 Activation R-HSA-112409,2/23,0.0026727362269617,0.0848102511331595,0,0,29.17509157509157,172.8522800321737,IL6;CDK1,Reactome_2022
Reactome_2022,Insulin Processing R-HSA-264876,2/27,0.0036761657907123,0.0919041447678089,0,0,24.50215384615385,137.35625609293805,PCSK1;SLC30A8,Reactome_2022
GO_Biological_Process_2023,Zinc Ion Transport (GO:0006829),2/23,0.0026727362269617,0.0982427254255963,0,0,29.17509157509157,172.8522800321737,SLC30A8;SLC30A2,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Zinc Ion (GO:0010043),2/25,0.003155604765713,0.0982427254255963,0,0,26.63545150501672,153.38224825365396,SLC30A8;SLC30A2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Myeloid Cell Differentiation (GO:0045637),2/26,0.0034112057439443,0.0982427254255963,0,0,25.52435897435897,144.9959569883209,PRMT1;HOXA5,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Vascular Endothelial Growth Factor Production (GO:0010574),2/26,0.0034112057439443,0.0982427254255963,0,0,25.52435897435897,144.9959569883209,IL6;CXCL17,GO_Biological_Process_2023
GO_Biological_Process_2023,Peptide Hormone Secretion (GO:0030072),2/25,0.003155604765713,0.0982427254255963,0,0,26.63545150501672,153.38224825365396,IL6;SLC30A8,GO_Biological_Process_2023
GO_Biological_Process_2023,Intracellular Zinc Ion Homeostasis (GO:0006882),2/17,0.0014554664168464,0.0982427254255963,0,0,40.8574358974359,266.8982937419867,SLC30A8;SLC30A2,GO_Biological_Process_2023
GO_Biological_Process_2023,Zinc Ion Transmembrane Transport (GO:0071577),2/21,0.0022280757345386,0.0982427254255963,0,0,32.24939271255061,196.9346886601168,SLC30A8;SLC30A2,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Myeloid Cell Differentiation (GO:0045638),2/22,0.0024455975557341,0.0982427254255963,0,0,30.635384615384616,184.22483725138,PRMT1;HOXA5,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Epithelial To Mesenchymal Transition (GO:0010717),3/83,0.0027266869482057,0.0982427254255963,0,0,11.6326171875,68.68674221720478,IL6;AXIN2;OVOL2,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),4/179,0.0030661706849041,0.0982427254255963,0,0,7.16843537414966,41.486071200490656,CCL13;PLA2G2A;CXCL17;ALKAL2,GO_Biological_Process_2023
GO_Biological_Process_2023,Glucose Homeostasis (GO:0042593),3/87,0.0031157528407842,0.0982427254255963,0,0,11.076450892857142,63.92534905952556,IL6;SLC30A8;OBP2A,GO_Biological_Process_2023
GO_Biological_Process_2023,Extracellular Matrix Organization (GO:0030198),4/176,0.0028855676941567,0.0982427254255963,0,0,7.294573643410852,42.65891193922996,COL17A1;MMP13;KLK5;KLK7,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575),2/24,0.0029094268308419,0.0982427254255963,0,0,27.84755244755245,162.62411401910555,IL6;CXCL17,GO_Biological_Process_2023
GO_Biological_Process_2023,Inorganic Cation Transmembrane Transport (GO:0098662),5/284,0.0026255688031161,0.0982427254255963,0,0,5.681003584229391,33.759123603670105,KCNF1;SLC30A8;SLC30A2;CACNA1H;SLC6A4,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of MAPK Cascade (GO:0043410),5/310,0.0038181692958812,0.0999666142921637,0,0,5.189846641988366,28.896984171274596,CCL13;IL6;PLA2G2A;CXCL17;ALKAL2,GO_Biological_Process_2023
GO_Biological_Process_2023,Intracellular Monoatomic Cation Homeostasis (GO:0030003),4/190,0.0037944602665694,0.0999666142921637,0,0,6.7407407407407405,37.57432534409043,CCL13;SLC30A8;SLC30A2;CP,GO_Biological_Process_2023
Reactome_2022,Post-translational Protein Phosphorylation R-HSA-8957275,3/106,0.005420729011275,0.1198017810092544,0,0,9.024575242718448,47.08594666034545,IL6;SCG2;CP,Reactome_2022
Reactome_2022,Degradation Of Extracellular Matrix R-HSA-1474228,3/109,0.0058569759604524,0.1198017810092544,0,0,8.76783608490566,45.06774589244452,COL17A1;MMP13;KLK7,Reactome_2022
GO_Biological_Process_2023,Transition Metal Ion Transport (GO:0000041),2/32,0.0051391346748926,0.128701807510354,0,0,20.41333333333333,107.59603779766718,SLC30A8;CP,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Gene Expression (GO:0010628),6/480,0.0053728605190036,0.1289486524560874,0,0,4.037974683544304,21.104049998378365,IL6;PRMT1;RBM20;RBM24;HOXA5;OVOL2,GO_Biological_Process_2023
Reactome_2022,Collagen Degradation R-HSA-1442490,2/40,0.0079437745692799,0.1413599433635623,0,0,16.10931174089069,77.89443003710362,COL17A1;MMP13,Reactome_2022
Reactome_2022,Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426,3/123,0.0081674633943391,0.1413599433635623,0,0,7.739453125,37.20817082333234,IL6;SCG2;CP,Reactome_2022
GO_Biological_Process_2023,Positive Regulation Of Myeloid Cell Differentiation (GO:0045639),2/36,0.0064715616754313,0.1433699817326321,0,0,18.00814479638009,90.76713342592004,PRMT1;HOXA5,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Erythrocyte Differentiation (GO:0045646),2/36,0.0064715616754313,0.1433699817326321,0,0,18.00814479638009,90.76713342592004,PRMT1;HOXA5,GO_Biological_Process_2023
GO_Biological_Process_2023,Monocyte Chemotaxis (GO:0002548),2/42,0.0087310942741686,0.1694250806551701,0,0,15.302307692307693,72.54616838649514,CCL13;IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),4/244,0.0090883994558315,0.1694250806551701,0,0,5.20978835978836,24.489946307109665,CCL13;PLA2G2A;CXCL17;ALKAL2,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Cellular Process (GO:0048523),6/537,0.0091183637158164,0.1694250806551701,0,0,3.59396128554228,16.882507019971186,IL6;AXIN2;BRINP3;DHRS2;SLURP1;CDKN3,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Cell Population Proliferation (GO:0008285),5/379,0.0087973593405622,0.1694250806551701,0,0,4.217483180955667,19.962628650066677,IL6;AXIN2;DHRS2;SLURP1;CDKN3,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of mRNA Catabolic Process (GO:1902373),2/41,0.0083332163643169,0.1694250806551701,0,0,15.695463510848128,75.1421222648198,AXIN2;RBM24,GO_Biological_Process_2023
Reactome_2022,TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312,2/49,0.0117475193366298,0.188799417910122,0,0,13.018657937806871,57.85638933991884,PRMT1;CDK1,Reactome_2022
GO_Biological_Process_2023,mRNA Stabilization (GO:0048255),2/53,0.0136478264148213,0.19074436899437,0,0,11.995173453996983,51.50937405126535,AXIN2;RBM24,GO_Biological_Process_2023
GO_Biological_Process_2023,Amide Biosynthetic Process (GO:0043604),2/51,0.0126819574677713,0.19074436899437,0,0,12.486028257456828,54.53366446023725,PCSK1;SPTSSB,GO_Biological_Process_2023
GO_Biological_Process_2023,Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850),2/59,0.0167295485483831,0.19074436899437,0,0,10.72928475033738,43.88898419066122,NUSAP1;CDK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Metal Ion (GO:0010038),2/64,0.0195020808738871,0.19074436899437,0,0,9.861538461538462,38.82718558441817,SLC30A8;SLC30A2,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Gliogenesis (GO:0014015),1/6,0.0199347325407437,0.19074436899437,0,0,60.38787878787879,236.43616149285907,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Leukocyte Chemotaxis (GO:0002690),2/54,0.0141424069027131,0.19074436899437,0,0,11.763905325443789,50.09750151432616,IL6;CXCL17,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),7/766,0.0139652043364068,0.19074436899437,0,0,2.9472551602986385,12.588276298446797,IL6;PRMT1;AXIN2;CGA;DHRS2;SLURP1;CDKN3,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Hemoglobin Biosynthetic Process (GO:0046985),1/5,0.0166396661964726,0.19074436899437,0,0,75.48863636363636,309.1988806923386,PRMT1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Glucagon Secretion (GO:0070092),1/5,0.0166396661964726,0.19074436899437,0,0,75.48863636363636,309.1988806923386,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Interleukin-1-Mediated Signaling Pathway (GO:2000659),1/5,0.0166396661964726,0.19074436899437,0,0,75.48863636363636,309.1988806923386,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Monoatomic Cation Transmembrane Transport (GO:0098655),4/281,0.0146350534614918,0.19074436899437,0,0,4.505415162454874,19.032386140463636,KCNF1;SLC30A8;SLC30A2;SLC6A4,GO_Biological_Process_2023
GO_Biological_Process_2023,Inflammatory Response To Wounding (GO:0090594),1/5,0.0166396661964726,0.19074436899437,0,0,75.48863636363636,309.1988806923386,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Insulin Processing (GO:0030070),1/5,0.0166396661964726,0.19074436899437,0,0,75.48863636363636,309.1988806923386,SLC30A8,GO_Biological_Process_2023
GO_Biological_Process_2023,Leukocyte Apoptotic Process (GO:0071887),1/5,0.0166396661964726,0.19074436899437,0,0,75.48863636363636,309.1988806923386,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Neutrophil Activation (GO:1902563),1/5,0.0166396661964726,0.19074436899437,0,0,75.48863636363636,309.1988806923386,PLA2G2A,GO_Biological_Process_2023
GO_Biological_Process_2023,Lipoprotein Metabolic Process (GO:0042157),1/5,0.0166396661964726,0.19074436899437,0,0,75.48863636363636,309.1988806923386,OLR1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of 3'-UTR-mediated mRNA Stabilization (GO:1905868),1/5,0.0166396661964726,0.19074436899437,0,0,75.48863636363636,309.1988806923386,RBM24,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Peptidoglycan (GO:0032494),1/5,0.0166396661964726,0.19074436899437,0,0,75.48863636363636,309.1988806923386,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718),2/47,0.0108449656896738,0.19074436899437,0,0,13.598632478632478,61.52095171743154,IL6;AXIN2,GO_Biological_Process_2023
GO_Biological_Process_2023,Mitral Valve Development (GO:0003174),1/7,0.0232189232742133,0.19074436899437,0,0,50.32070707070707,189.3461363331078,AXIN2,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of T-helper 2 Cell Cytokine Production (GO:2000553),1/7,0.0232189232742133,0.19074436899437,0,0,50.32070707070707,189.3461363331078,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Myeloid Leukocyte Mediated Immunity (GO:0002444),1/7,0.0232189232742133,0.19074436899437,0,0,50.32070707070707,189.3461363331078,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Extracellular Matrix Disassembly (GO:0090091),1/7,0.0232189232742133,0.19074436899437,0,0,50.32070707070707,189.3461363331078,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,DNA Replication (GO:0006260),2/73,0.0249385617182086,0.19074436899437,0,0,8.607583965330445,31.77351908127924,PCLAF;CDK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of mRNA Stability (GO:0043488),2/74,0.0255767066523957,0.19074436899437,0,0,8.487606837606837,31.116188282817543,AXIN2;RBM24,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Glial Cell Proliferation (GO:0060251),1/8,0.0264922734714402,0.19074436899437,0,0,43.12987012987013,156.6003384261292,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Glycerol Transmembrane Transport (GO:0015793),1/8,0.0264922734714402,0.19074436899437,0,0,43.12987012987013,156.6003384261292,AQP9,GO_Biological_Process_2023
GO_Biological_Process_2023,T-helper 17 Cell Differentiation (GO:0072539),1/8,0.0264922734714402,0.19074436899437,0,0,43.12987012987013,156.6003384261292,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Mitotic Sister Chromatid Segregation (GO:0033047),1/8,0.0264922734714402,0.19074436899437,0,0,43.12987012987013,156.6003384261292,CDK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Neurotransmitter Reuptake (GO:0098810),1/8,0.0264922734714402,0.19074436899437,0,0,43.12987012987013,156.6003384261292,SLC6A4,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Organ Growth (GO:0046620),1/8,0.0264922734714402,0.19074436899437,0,0,43.12987012987013,156.6003384261292,SLC6A4,GO_Biological_Process_2023
GO_Biological_Process_2023,Serotonin Uptake (GO:0051610),1/8,0.0264922734714402,0.19074436899437,0,0,43.12987012987013,156.6003384261292,SLC6A4,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Cytoplasmic Translation (GO:2000766),1/8,0.0264922734714402,0.19074436899437,0,0,43.12987012987013,156.6003384261292,RBM24,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Apoptotic DNA Fragmentation (GO:1902510),1/5,0.0166396661964726,0.19074436899437,0,0,75.48863636363636,309.1988806923386,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Phospholipase A2 Activity (GO:0032429),1/7,0.0232189232742133,0.19074436899437,0,0,50.32070707070707,189.3461363331078,ANXA8,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Myotube Differentiation (GO:0010831),1/7,0.0232189232742133,0.19074436899437,0,0,50.32070707070707,189.3461363331078,RBM24,GO_Biological_Process_2023
GO_Biological_Process_2023,Glycine Metabolic Process (GO:0006544),1/7,0.0232189232742133,0.19074436899437,0,0,50.32070707070707,189.3461363331078,GLDC,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of miRNA Processing (GO:1903799),1/6,0.0199347325407437,0.19074436899437,0,0,60.38787878787879,236.43616149285907,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Hemoglobin Biosynthetic Process (GO:0046984),1/6,0.0199347325407437,0.19074436899437,0,0,60.38787878787879,236.43616149285907,PRMT1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Steroid Metabolic Process (GO:0045940),1/6,0.0199347325407437,0.19074436899437,0,0,60.38787878787879,236.43616149285907,CGA,GO_Biological_Process_2023
GO_Biological_Process_2023,Peptidyl-Arginine Modification (GO:0018195),1/6,0.0199347325407437,0.19074436899437,0,0,60.38787878787879,236.43616149285907,PRMT1,GO_Biological_Process_2023
GO_Biological_Process_2023,Meiotic DNA Double-Strand Break Formation (GO:0042138),1/6,0.0199347325407437,0.19074436899437,0,0,60.38787878787879,236.43616149285907,C11ORF80,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Striated Muscle Cell Differentiation (GO:0051153),1/6,0.0199347325407437,0.19074436899437,0,0,60.38787878787879,236.43616149285907,RBM24,GO_Biological_Process_2023
GO_Biological_Process_2023,Amine Transport (GO:0015837),1/7,0.0232189232742133,0.19074436899437,0,0,50.32070707070707,189.3461363331078,AQP9,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Steroid Biosynthetic Process (GO:0010893),1/7,0.0232189232742133,0.19074436899437,0,0,50.32070707070707,189.3461363331078,CGA,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Phospholipase Activity (GO:0010519),1/7,0.0232189232742133,0.19074436899437,0,0,50.32070707070707,189.3461363331078,ANXA8,GO_Biological_Process_2023
GO_Biological_Process_2023,T-helper 17 Cell Lineage Commitment (GO:0072540),1/7,0.0232189232742133,0.19074436899437,0,0,50.32070707070707,189.3461363331078,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To Oxygen-Containing Compound (GO:1901701),5/406,0.0116067150587171,0.19074436899437,0,0,3.9280830182608,17.50421145414403,IL6;AQP9;NRIP1;BRINP3;CACNA1H,GO_Biological_Process_2023
GO_Biological_Process_2023,Olefinic Compound Biosynthetic Process (GO:0120255),1/7,0.0232189232742133,0.19074436899437,0,0,50.32070707070707,189.3461363331078,CACNA1H,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Lipid Localization (GO:1905953),1/9,0.0297548181817399,0.1925705086818225,0,0,37.73674242424242,132.63575146396252,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Insulin Metabolic Process (GO:1901142),1/9,0.0297548181817399,0.1925705086818225,0,0,37.73674242424242,132.63575146396252,SLC30A8,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of T Cell Proliferation (GO:0042129),2/77,0.0275307304211383,0.1925705086818225,0,0,8.146871794871794,29.2672493629818,IL6;PLA2G2A,GO_Biological_Process_2023
GO_Biological_Process_2023,Serine Family Amino Acid Catabolic Process (GO:0009071),1/9,0.0297548181817399,0.1925705086818225,0,0,37.73674242424242,132.63575146396252,GLDC,GO_Biological_Process_2023
GO_Biological_Process_2023,Mitral Valve Morphogenesis (GO:0003183),1/9,0.0297548181817399,0.1925705086818225,0,0,37.73674242424242,132.63575146396252,AXIN2,GO_Biological_Process_2023
GO_Biological_Process_2023,Ketone Biosynthetic Process (GO:0042181),1/9,0.0297548181817399,0.1925705086818225,0,0,37.73674242424242,132.63575146396252,CACNA1H,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Bone Resorption (GO:0045779),1/9,0.0297548181817399,0.1925705086818225,0,0,37.73674242424242,132.63575146396252,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Myeloid Dendritic Cell Differentiation (GO:0043011),1/9,0.0297548181817399,0.1925705086818225,0,0,37.73674242424242,132.63575146396252,DHRS2,GO_Biological_Process_2023
GO_Biological_Process_2023,Serotonin Transport (GO:0006837),1/9,0.0297548181817399,0.1925705086818225,0,0,37.73674242424242,132.63575146396252,SLC6A4,GO_Biological_Process_2023
GO_Biological_Process_2023,T-helper Cell Lineage Commitment (GO:0002295),1/10,0.0330065923938031,0.1981384342649555,0,0,33.54208754208754,114.4136695514984,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of T-helper 2 Cell Cytokine Production (GO:2000551),1/10,0.0330065923938031,0.1981384342649555,0,0,33.54208754208754,114.4136695514984,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Amide Metabolic Process (GO:0034250),2/85,0.0330230723774925,0.1981384342649555,0,0,7.358665430954588,25.097087546768684,IL6;PRMT1,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Corticosteroid (GO:0031960),1/10,0.0330065923938031,0.1981384342649555,0,0,33.54208754208754,114.4136695514984,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein Localization To Condensed Chromosome (GO:1903083),1/10,0.0330065923938031,0.1981384342649555,0,0,33.54208754208754,114.4136695514984,CDK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Defense Response To Gram-positive Bacterium (GO:0050830),2/85,0.0330230723774925,0.1981384342649555,0,0,7.358665430954588,25.097087546768684,IL6;PLA2G2A,GO_Biological_Process_2023
GO_Biological_Process_2023,Monoamine Transport (GO:0015844),1/10,0.0330065923938031,0.1981384342649555,0,0,33.54208754208754,114.4136695514984,SLC6A4,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Neuroinflammatory Response (GO:0150078),1/12,0.0394779688739908,0.1988138970570236,0,0,27.44077134986226,88.6889163609223,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Platelet Aggregation (GO:1901731),1/11,0.0362476310178566,0.1988138970570236,0,0,30.18636363636364,100.13967676460432,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Sensory Perception Of Pain (GO:0051930),1/14,0.0459066810912919,0.1988138970570236,0,0,23.216783216783217,71.53426658516943,OPRPN,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Microglial Cell Activation (GO:1903978),1/14,0.0459066810912919,0.1988138970570236,0,0,23.216783216783217,71.53426658516943,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Macrophage Chemotaxis (GO:0048246),1/11,0.0362476310178566,0.1988138970570236,0,0,30.18636363636364,100.13967676460432,CXCL17,GO_Biological_Process_2023
GO_Biological_Process_2023,Brain Morphogenesis (GO:0048854),1/11,0.0362476310178566,0.1988138970570236,0,0,30.18636363636364,100.13967676460432,SLC6A4,GO_Biological_Process_2023
GO_Biological_Process_2023,"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",2/94,0.0396670075092318,0.1988138970570236,0,0,6.635785953177257,21.41524387842656,RBM20;RBM24,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Sensory Perception (GO:0051931),1/12,0.0394779688739908,0.1988138970570236,0,0,27.44077134986226,88.6889163609223,OPRPN,GO_Biological_Process_2023
GO_Biological_Process_2023,Macrophage Migration (GO:1905517),1/12,0.0394779688739908,0.1988138970570236,0,0,27.44077134986226,88.6889163609223,CXCL17,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein Localization To Kinetochore (GO:0034501),1/11,0.0362476310178566,0.1988138970570236,0,0,30.18636363636364,100.13967676460432,CDK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Bone Remodeling (GO:0046851),1/11,0.0362476310178566,0.1988138970570236,0,0,30.18636363636364,100.13967676460432,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Low-Density Lipoprotein Particle Remodeling (GO:0034374),1/12,0.0394779688739908,0.1988138970570236,0,0,27.44077134986226,88.6889163609223,PLA2G2A,GO_Biological_Process_2023
GO_Biological_Process_2023,Neutrophil Mediated Immunity (GO:0002446),1/12,0.0394779688739908,0.1988138970570236,0,0,27.44077134986226,88.6889163609223,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904994),1/12,0.0394779688739908,0.1988138970570236,0,0,27.44077134986226,88.6889163609223,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Astrocyte Differentiation (GO:0048710),1/11,0.0362476310178566,0.1988138970570236,0,0,30.18636363636364,100.13967676460432,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Cell Activation (GO:0050865),1/11,0.0362476310178566,0.1988138970570236,0,0,30.18636363636364,100.13967676460432,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Calcium Ion Import (GO:0070509),1/12,0.0394779688739908,0.1988138970570236,0,0,27.44077134986226,88.6889163609223,CACNA1H,GO_Biological_Process_2023
GO_Biological_Process_2023,Sphingosine Biosynthetic Process (GO:0046512),1/13,0.0426976406866875,0.1988138970570236,0,0,25.15277777777778,79.3220921121178,SPTSSB,GO_Biological_Process_2023
GO_Biological_Process_2023,Interleukin-6-Mediated Signaling Pathway (GO:0070102),1/13,0.0426976406866875,0.1988138970570236,0,0,25.15277777777778,79.3220921121178,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Striated Muscle Tissue Development (GO:0014706),1/14,0.0459066810912919,0.1988138970570236,0,0,23.216783216783217,71.53426658516943,PRMT1,GO_Biological_Process_2023
GO_Biological_Process_2023,Establishment Of Spindle Localization (GO:0051293),1/14,0.0459066810912919,0.1988138970570236,0,0,23.216783216783217,71.53426658516943,NUSAP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To Lipid (GO:0071396),3/228,0.0411135461931491,0.1988138970570236,0,0,4.105833333333333,13.103428847694229,IL6;NRIP1;BRINP3,GO_Biological_Process_2023
GO_Biological_Process_2023,Electron Transport Chain (GO:0022900),1/14,0.0459066810912919,0.1988138970570236,0,0,23.216783216783217,71.53426658516943,DHRS2,GO_Biological_Process_2023
GO_Biological_Process_2023,Killing By Host Of Symbiont Cells (GO:0051873),1/13,0.0426976406866875,0.1988138970570236,0,0,25.15277777777778,79.3220921121178,DCD,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Type 2 Immune Response (GO:0002830),1/13,0.0426976406866875,0.1988138970570236,0,0,25.15277777777778,79.3220921121178,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Mature B Cell Differentiation Involved In Immune Response (GO:0002313),1/13,0.0426976406866875,0.1988138970570236,0,0,25.15277777777778,79.3220921121178,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Acute-Phase Response (GO:0006953),1/13,0.0426976406866875,0.1988138970570236,0,0,25.15277777777778,79.3220921121178,IL6,GO_Biological_Process_2023
